"HORAPK";"HORA";"MINUTO";"SEGUNDO";"HORAINGRESO";"HORACIERREAGENCIA";"HORAALMUERZO";"HORASALIDA";"HORALABORABLE"
"02034";"0";"20";"34";"N";"N";"N";"N";"N"
"02036";"0";"20";"36";"N";"N";"N";"N";"N"
"02037";"0";"20";"37";"N";"N";"N";"N";"N"
"02038";"0";"20";"38";"N";"N";"N";"N";"N"
"02040";"0";"20";"40";"N";"N";"N";"N";"N"
"02043";"0";"20";"43";"N";"N";"N";"N";"N"
"02044";"0";"20";"44";"N";"N";"N";"N";"N"
"02046";"0";"20";"46";"N";"N";"N";"N";"N"
"02048";"0";"20";"48";"N";"N";"N";"N";"N"
"02049";"0";"20";"49";"N";"N";"N";"N";"N"
"02052";"0";"20";"52";"N";"N";"N";"N";"N"
"02054";"0";"20";"54";"N";"N";"N";"N";"N"
"02055";"0";"20";"55";"N";"N";"N";"N";"N"
"02056";"0";"20";"56";"N";"N";"N";"N";"N"
"02057";"0";"20";"57";"N";"N";"N";"N";"N"
"02101";"0";"21";"1";"N";"N";"N";"N";"N"
"02103";"0";"21";"3";"N";"N";"N";"N";"N"
"02104";"0";"21";"4";"N";"N";"N";"N";"N"
"02106";"0";"21";"6";"N";"N";"N";"N";"N"
"02108";"0";"21";"8";"N";"N";"N";"N";"N"
"02109";"0";"21";"9";"N";"N";"N";"N";"N"
"02110";"0";"21";"10";"N";"N";"N";"N";"N"
"02112";"0";"21";"12";"N";"N";"N";"N";"N"
"02116";"0";"21";"16";"N";"N";"N";"N";"N"
"02118";"0";"21";"18";"N";"N";"N";"N";"N"
"02119";"0";"21";"19";"N";"N";"N";"N";"N"
"02120";"0";"21";"20";"N";"N";"N";"N";"N"
"02121";"0";"21";"21";"N";"N";"N";"N";"N"
"02122";"0";"21";"22";"N";"N";"N";"N";"N"
"02126";"0";"21";"26";"N";"N";"N";"N";"N"
"02127";"0";"21";"27";"N";"N";"N";"N";"N"
"02130";"0";"21";"30";"N";"N";"N";"N";"N"
"02131";"0";"21";"31";"N";"N";"N";"N";"N"
"02133";"0";"21";"33";"N";"N";"N";"N";"N"
"02134";"0";"21";"34";"N";"N";"N";"N";"N"
"02137";"0";"21";"37";"N";"N";"N";"N";"N"
"02138";"0";"21";"38";"N";"N";"N";"N";"N"
"02139";"0";"21";"39";"N";"N";"N";"N";"N"
"02142";"0";"21";"42";"N";"N";"N";"N";"N"
"02144";"0";"21";"44";"N";"N";"N";"N";"N"
"02145";"0";"21";"45";"N";"N";"N";"N";"N"
"02148";"0";"21";"48";"N";"N";"N";"N";"N"
"02150";"0";"21";"50";"N";"N";"N";"N";"N"
"02151";"0";"21";"51";"N";"N";"N";"N";"N"
"02152";"0";"21";"52";"N";"N";"N";"N";"N"
"02154";"0";"21";"54";"N";"N";"N";"N";"N"
"02155";"0";"21";"55";"N";"N";"N";"N";"N"
"02200";"0";"22";"0";"N";"N";"N";"N";"N"
"02201";"0";"22";"1";"N";"N";"N";"N";"N"
"02202";"0";"22";"2";"N";"N";"N";"N";"N"
"02203";"0";"22";"3";"N";"N";"N";"N";"N"
"02204";"0";"22";"4";"N";"N";"N";"N";"N"
"02207";"0";"22";"7";"N";"N";"N";"N";"N"
"02208";"0";"22";"8";"N";"N";"N";"N";"N"
"02210";"0";"22";"10";"N";"N";"N";"N";"N"
"02213";"0";"22";"13";"N";"N";"N";"N";"N"
"02215";"0";"22";"15";"N";"N";"N";"N";"N"
"02216";"0";"22";"16";"N";"N";"N";"N";"N"
"02218";"0";"22";"18";"N";"N";"N";"N";"N"
"02219";"0";"22";"19";"N";"N";"N";"N";"N"
"02221";"0";"22";"21";"N";"N";"N";"N";"N"
"02224";"0";"22";"24";"N";"N";"N";"N";"N"
"02225";"0";"22";"25";"N";"N";"N";"N";"N"
"02227";"0";"22";"27";"N";"N";"N";"N";"N"
"02228";"0";"22";"28";"N";"N";"N";"N";"N"
"02230";"0";"22";"30";"N";"N";"N";"N";"N"
"02233";"0";"22";"33";"N";"N";"N";"N";"N"
"02234";"0";"22";"34";"N";"N";"N";"N";"N"
"02236";"0";"22";"36";"N";"N";"N";"N";"N"
"02237";"0";"22";"37";"N";"N";"N";"N";"N"
"02238";"0";"22";"38";"N";"N";"N";"N";"N"
"02242";"0";"22";"42";"N";"N";"N";"N";"N"
"02244";"0";"22";"44";"N";"N";"N";"N";"N"
"02245";"0";"22";"45";"N";"N";"N";"N";"N"
"02246";"0";"22";"46";"N";"N";"N";"N";"N"
"02249";"0";"22";"49";"N";"N";"N";"N";"N"
"02250";"0";"22";"50";"N";"N";"N";"N";"N"
"02251";"0";"22";"51";"N";"N";"N";"N";"N"
"02252";"0";"22";"52";"N";"N";"N";"N";"N"
"02257";"0";"22";"57";"N";"N";"N";"N";"N"
"02258";"0";"22";"58";"N";"N";"N";"N";"N"
"02300";"0";"23";"0";"N";"N";"N";"N";"N"
"02301";"0";"23";"1";"N";"N";"N";"N";"N"
"02302";"0";"23";"2";"N";"N";"N";"N";"N"
"02303";"0";"23";"3";"N";"N";"N";"N";"N"
"02307";"0";"23";"7";"N";"N";"N";"N";"N"
"02308";"0";"23";"8";"N";"N";"N";"N";"N"
"02310";"0";"23";"10";"N";"N";"N";"N";"N"
"02312";"0";"23";"12";"N";"N";"N";"N";"N"
"02314";"0";"23";"14";"N";"N";"N";"N";"N"
"02315";"0";"23";"15";"N";"N";"N";"N";"N"
"02318";"0";"23";"18";"N";"N";"N";"N";"N"
"02319";"0";"23";"19";"N";"N";"N";"N";"N"
"02320";"0";"23";"20";"N";"N";"N";"N";"N"
"02322";"0";"23";"22";"N";"N";"N";"N";"N"
"02325";"0";"23";"25";"N";"N";"N";"N";"N"
"02326";"0";"23";"26";"N";"N";"N";"N";"N"
"02328";"0";"23";"28";"N";"N";"N";"N";"N"
"02331";"0";"23";"31";"N";"N";"N";"N";"N"
"02332";"0";"23";"32";"N";"N";"N";"N";"N"
"02333";"0";"23";"33";"N";"N";"N";"N";"N"
"02334";"0";"23";"34";"N";"N";"N";"N";"N"
"02336";"0";"23";"36";"N";"N";"N";"N";"N"
"02340";"0";"23";"40";"N";"N";"N";"N";"N"
"02342";"0";"23";"42";"N";"N";"N";"N";"N"
"02343";"0";"23";"43";"N";"N";"N";"N";"N"
"02344";"0";"23";"44";"N";"N";"N";"N";"N"
"02345";"0";"23";"45";"N";"N";"N";"N";"N"
"02348";"0";"23";"48";"N";"N";"N";"N";"N"
"02349";"0";"23";"49";"N";"N";"N";"N";"N"
"02351";"0";"23";"51";"N";"N";"N";"N";"N"
"02354";"0";"23";"54";"N";"N";"N";"N";"N"
"02356";"0";"23";"56";"N";"N";"N";"N";"N"
"02357";"0";"23";"57";"N";"N";"N";"N";"N"
"02358";"0";"23";"58";"N";"N";"N";"N";"N"
"02400";"0";"24";"0";"N";"N";"N";"N";"N"
"02402";"0";"24";"2";"N";"N";"N";"N";"N"
"02404";"0";"24";"4";"N";"N";"N";"N";"N"
"02406";"0";"24";"6";"N";"N";"N";"N";"N"
"02408";"0";"24";"8";"N";"N";"N";"N";"N"
"02409";"0";"24";"9";"N";"N";"N";"N";"N"
"02410";"0";"24";"10";"N";"N";"N";"N";"N"
"02414";"0";"24";"14";"N";"N";"N";"N";"N"
"02415";"0";"24";"15";"N";"N";"N";"N";"N"
"02416";"0";"24";"16";"N";"N";"N";"N";"N"
"02418";"0";"24";"18";"N";"N";"N";"N";"N"
"02419";"0";"24";"19";"N";"N";"N";"N";"N"
"02422";"0";"24";"22";"N";"N";"N";"N";"N"
"02425";"0";"24";"25";"N";"N";"N";"N";"N"
"02426";"0";"24";"26";"N";"N";"N";"N";"N"
"02427";"0";"24";"27";"N";"N";"N";"N";"N"
"02430";"0";"24";"30";"N";"N";"N";"N";"N"
"02431";"0";"24";"31";"N";"N";"N";"N";"N"
"02432";"0";"24";"32";"N";"N";"N";"N";"N"
"02433";"0";"24";"33";"N";"N";"N";"N";"N"
"02438";"0";"24";"38";"N";"N";"N";"N";"N"
"02439";"0";"24";"39";"N";"N";"N";"N";"N"
"02440";"0";"24";"40";"N";"N";"N";"N";"N"
"02442";"0";"24";"42";"N";"N";"N";"N";"N"
"02443";"0";"24";"43";"N";"N";"N";"N";"N"
"02444";"0";"24";"44";"N";"N";"N";"N";"N"
"02448";"0";"24";"48";"N";"N";"N";"N";"N"
"02449";"0";"24";"49";"N";"N";"N";"N";"N"
"02451";"0";"24";"51";"N";"N";"N";"N";"N"
"02452";"0";"24";"52";"N";"N";"N";"N";"N"
"02455";"0";"24";"55";"N";"N";"N";"N";"N"
"02456";"0";"24";"56";"N";"N";"N";"N";"N"
"02458";"0";"24";"58";"N";"N";"N";"N";"N"
"02500";"0";"25";"0";"N";"N";"N";"N";"N"
"02501";"0";"25";"1";"N";"N";"N";"N";"N"
"02503";"0";"25";"3";"N";"N";"N";"N";"N"
"02506";"0";"25";"6";"N";"N";"N";"N";"N"
"02507";"0";"25";"7";"N";"N";"N";"N";"N"
"02509";"0";"25";"9";"N";"N";"N";"N";"N"
"02512";"0";"25";"12";"N";"N";"N";"N";"N"
"02513";"0";"25";"13";"N";"N";"N";"N";"N"
"02514";"0";"25";"14";"N";"N";"N";"N";"N"
"02515";"0";"25";"15";"N";"N";"N";"N";"N"
"02516";"0";"25";"16";"N";"N";"N";"N";"N"
"02521";"0";"25";"21";"N";"N";"N";"N";"N"
"02522";"0";"25";"22";"N";"N";"N";"N";"N"
"02524";"0";"25";"24";"N";"N";"N";"N";"N"
"02525";"0";"25";"25";"N";"N";"N";"N";"N"
"02526";"0";"25";"26";"N";"N";"N";"N";"N"
"02528";"0";"25";"28";"N";"N";"N";"N";"N"
"02530";"0";"25";"30";"N";"N";"N";"N";"N"
"02532";"0";"25";"32";"N";"N";"N";"N";"N"
"02533";"0";"25";"33";"N";"N";"N";"N";"N"
"02534";"0";"25";"34";"N";"N";"N";"N";"N"
"02537";"0";"25";"37";"N";"N";"N";"N";"N"
"02538";"0";"25";"38";"N";"N";"N";"N";"N"
"02539";"0";"25";"39";"N";"N";"N";"N";"N"
"02540";"0";"25";"40";"N";"N";"N";"N";"N"
"02541";"0";"25";"41";"N";"N";"N";"N";"N"
"02544";"0";"25";"44";"N";"N";"N";"N";"N"
"02546";"0";"25";"46";"N";"N";"N";"N";"N"
"02547";"0";"25";"47";"N";"N";"N";"N";"N"
"02548";"0";"25";"48";"N";"N";"N";"N";"N"
"02549";"0";"25";"49";"N";"N";"N";"N";"N"
"02551";"0";"25";"51";"N";"N";"N";"N";"N"
"02552";"0";"25";"52";"N";"N";"N";"N";"N"
"02553";"0";"25";"53";"N";"N";"N";"N";"N"
"02556";"0";"25";"56";"N";"N";"N";"N";"N"
"02559";"0";"25";"59";"N";"N";"N";"N";"N"
"02600";"0";"26";"0";"N";"N";"N";"N";"N"
"02601";"0";"26";"1";"N";"N";"N";"N";"N"
"02602";"0";"26";"2";"N";"N";"N";"N";"N"
"02603";"0";"26";"3";"N";"N";"N";"N";"N"
"02607";"0";"26";"7";"N";"N";"N";"N";"N"
"02608";"0";"26";"8";"N";"N";"N";"N";"N"
"02611";"0";"26";"11";"N";"N";"N";"N";"N"
"02612";"0";"26";"12";"N";"N";"N";"N";"N"
"02613";"0";"26";"13";"N";"N";"N";"N";"N"
"02615";"0";"26";"15";"N";"N";"N";"N";"N"
"02618";"0";"26";"18";"N";"N";"N";"N";"N"
"02619";"0";"26";"19";"N";"N";"N";"N";"N"
"02620";"0";"26";"20";"N";"N";"N";"N";"N"
"02621";"0";"26";"21";"N";"N";"N";"N";"N"
"02625";"0";"26";"25";"N";"N";"N";"N";"N"
"02626";"0";"26";"26";"N";"N";"N";"N";"N"
"02629";"0";"26";"29";"N";"N";"N";"N";"N"
"02630";"0";"26";"30";"N";"N";"N";"N";"N"
"02632";"0";"26";"32";"N";"N";"N";"N";"N"
"02633";"0";"26";"33";"N";"N";"N";"N";"N"
"02635";"0";"26";"35";"N";"N";"N";"N";"N"
"02636";"0";"26";"36";"N";"N";"N";"N";"N"
"02641";"0";"26";"41";"N";"N";"N";"N";"N"
"02642";"0";"26";"42";"N";"N";"N";"N";"N"
"02643";"0";"26";"43";"N";"N";"N";"N";"N"
"02644";"0";"26";"44";"N";"N";"N";"N";"N"
"02645";"0";"26";"45";"N";"N";"N";"N";"N"
"02647";"0";"26";"47";"N";"N";"N";"N";"N"
"02649";"0";"26";"49";"N";"N";"N";"N";"N"
"02651";"0";"26";"51";"N";"N";"N";"N";"N"
"02654";"0";"26";"54";"N";"N";"N";"N";"N"
"02655";"0";"26";"55";"N";"N";"N";"N";"N"
"02657";"0";"26";"57";"N";"N";"N";"N";"N"
"02659";"0";"26";"59";"N";"N";"N";"N";"N"
"02700";"0";"27";"0";"N";"N";"N";"N";"N"
"02702";"0";"27";"2";"N";"N";"N";"N";"N"
"02703";"0";"27";"3";"N";"N";"N";"N";"N"
"02706";"0";"27";"6";"N";"N";"N";"N";"N"
"02708";"0";"27";"8";"N";"N";"N";"N";"N"
"02709";"0";"27";"9";"N";"N";"N";"N";"N"
"02711";"0";"27";"11";"N";"N";"N";"N";"N"
"02714";"0";"27";"14";"N";"N";"N";"N";"N"
"02715";"0";"27";"15";"N";"N";"N";"N";"N"
"02717";"0";"27";"17";"N";"N";"N";"N";"N"
"02718";"0";"27";"18";"N";"N";"N";"N";"N"
"02719";"0";"27";"19";"N";"N";"N";"N";"N"
"02723";"0";"27";"23";"N";"N";"N";"N";"N"
"02725";"0";"27";"25";"N";"N";"N";"N";"N"
"02726";"0";"27";"26";"N";"N";"N";"N";"N"
"02727";"0";"27";"27";"N";"N";"N";"N";"N"
"02729";"0";"27";"29";"N";"N";"N";"N";"N"
"02731";"0";"27";"31";"N";"N";"N";"N";"N"
"02732";"0";"27";"32";"N";"N";"N";"N";"N"
"02733";"0";"27";"33";"N";"N";"N";"N";"N"
"02737";"0";"27";"37";"N";"N";"N";"N";"N"
"02739";"0";"27";"39";"N";"N";"N";"N";"N"
"02741";"0";"27";"41";"N";"N";"N";"N";"N"
"02742";"0";"27";"42";"N";"N";"N";"N";"N"
"02743";"0";"27";"43";"N";"N";"N";"N";"N"
"02744";"0";"27";"44";"N";"N";"N";"N";"N"
"02748";"0";"27";"48";"N";"N";"N";"N";"N"
"02749";"0";"27";"49";"N";"N";"N";"N";"N"
"02751";"0";"27";"51";"N";"N";"N";"N";"N"
"02753";"0";"27";"53";"N";"N";"N";"N";"N"
"02754";"0";"27";"54";"N";"N";"N";"N";"N"
"02756";"0";"27";"56";"N";"N";"N";"N";"N"
"02759";"0";"27";"59";"N";"N";"N";"N";"N"
"02800";"0";"28";"0";"N";"N";"N";"N";"N"
"02801";"0";"28";"1";"N";"N";"N";"N";"N"
"02802";"0";"28";"2";"N";"N";"N";"N";"N"
"02806";"0";"28";"6";"N";"N";"N";"N";"N"
"02807";"0";"28";"7";"N";"N";"N";"N";"N"
"02809";"0";"28";"9";"N";"N";"N";"N";"N"
"02811";"0";"28";"11";"N";"N";"N";"N";"N"
"02813";"0";"28";"13";"N";"N";"N";"N";"N"
"02814";"0";"28";"14";"N";"N";"N";"N";"N"
"02815";"0";"28";"15";"N";"N";"N";"N";"N"
"02817";"0";"28";"17";"N";"N";"N";"N";"N"
"02821";"0";"28";"21";"N";"N";"N";"N";"N"
"02823";"0";"28";"23";"N";"N";"N";"N";"N"
"02824";"0";"28";"24";"N";"N";"N";"N";"N"
"02825";"0";"28";"25";"N";"N";"N";"N";"N"
"02826";"0";"28";"26";"N";"N";"N";"N";"N"
"02827";"0";"28";"27";"N";"N";"N";"N";"N"
"02830";"0";"28";"30";"N";"N";"N";"N";"N"
"02832";"0";"28";"32";"N";"N";"N";"N";"N"
"02835";"0";"28";"35";"N";"N";"N";"N";"N"
"02836";"0";"28";"36";"N";"N";"N";"N";"N"
"02838";"0";"28";"38";"N";"N";"N";"N";"N"
"02839";"0";"28";"39";"N";"N";"N";"N";"N"
"02841";"0";"28";"41";"N";"N";"N";"N";"N"
"02843";"0";"28";"43";"N";"N";"N";"N";"N"
"02844";"0";"28";"44";"N";"N";"N";"N";"N"
"02847";"0";"28";"47";"N";"N";"N";"N";"N"
"02849";"0";"28";"49";"N";"N";"N";"N";"N"
"02850";"0";"28";"50";"N";"N";"N";"N";"N"
"02851";"0";"28";"51";"N";"N";"N";"N";"N"
"02855";"0";"28";"55";"N";"N";"N";"N";"N"
"02856";"0";"28";"56";"N";"N";"N";"N";"N"
"02857";"0";"28";"57";"N";"N";"N";"N";"N"
"02859";"0";"28";"59";"N";"N";"N";"N";"N"
"02900";"0";"29";"0";"N";"N";"N";"N";"N"
"02903";"0";"29";"3";"N";"N";"N";"N";"N"
"02906";"0";"29";"6";"N";"N";"N";"N";"N"
"02907";"0";"29";"7";"N";"N";"N";"N";"N"
"02908";"0";"29";"8";"N";"N";"N";"N";"N"
"02909";"0";"29";"9";"N";"N";"N";"N";"N"
"02912";"0";"29";"12";"N";"N";"N";"N";"N"
"02913";"0";"29";"13";"N";"N";"N";"N";"N"
"02914";"0";"29";"14";"N";"N";"N";"N";"N"
"02918";"0";"29";"18";"N";"N";"N";"N";"N"
"02920";"0";"29";"20";"N";"N";"N";"N";"N"
"02921";"0";"29";"21";"N";"N";"N";"N";"N"
"02923";"0";"29";"23";"N";"N";"N";"N";"N"
"02924";"0";"29";"24";"N";"N";"N";"N";"N"
"02925";"0";"29";"25";"N";"N";"N";"N";"N"
"02929";"0";"29";"29";"N";"N";"N";"N";"N"
"02930";"0";"29";"30";"N";"N";"N";"N";"N"
"02932";"0";"29";"32";"N";"N";"N";"N";"N"
"02933";"0";"29";"33";"N";"N";"N";"N";"N"
"02935";"0";"29";"35";"N";"N";"N";"N";"N"
"02937";"0";"29";"37";"N";"N";"N";"N";"N"
"02939";"0";"29";"39";"N";"N";"N";"N";"N"
"02941";"0";"29";"41";"N";"N";"N";"N";"N"
"02942";"0";"29";"42";"N";"N";"N";"N";"N"
"02943";"0";"29";"43";"N";"N";"N";"N";"N"
"02947";"0";"29";"47";"N";"N";"N";"N";"N"
"02948";"0";"29";"48";"N";"N";"N";"N";"N"
"02950";"0";"29";"50";"N";"N";"N";"N";"N"
"02951";"0";"29";"51";"N";"N";"N";"N";"N"
"02954";"0";"29";"54";"N";"N";"N";"N";"N"
"02955";"0";"29";"55";"N";"N";"N";"N";"N"
"02956";"0";"29";"56";"N";"N";"N";"N";"N"
"02957";"0";"29";"57";"N";"N";"N";"N";"N"
"03002";"0";"30";"2";"N";"N";"N";"N";"N"
"03003";"0";"30";"3";"N";"N";"N";"N";"N"
"03005";"0";"30";"5";"N";"N";"N";"N";"N"
"03006";"0";"30";"6";"N";"N";"N";"N";"N"
"03007";"0";"30";"7";"N";"N";"N";"N";"N"
"03008";"0";"30";"8";"N";"N";"N";"N";"N"
"03011";"0";"30";"11";"N";"N";"N";"N";"N"
"03013";"0";"30";"13";"N";"N";"N";"N";"N"
"03015";"0";"30";"15";"N";"N";"N";"N";"N"
"03017";"0";"30";"17";"N";"N";"N";"N";"N"
"03019";"0";"30";"19";"N";"N";"N";"N";"N"
"03020";"0";"30";"20";"N";"N";"N";"N";"N"
"03021";"0";"30";"21";"N";"N";"N";"N";"N"
"03024";"0";"30";"24";"N";"N";"N";"N";"N"
"03025";"0";"30";"25";"N";"N";"N";"N";"N"
"03027";"0";"30";"27";"N";"N";"N";"N";"N"
"03030";"0";"30";"30";"N";"N";"N";"N";"N"
"03031";"0";"30";"31";"N";"N";"N";"N";"N"
"03032";"0";"30";"32";"N";"N";"N";"N";"N"
"03036";"0";"30";"36";"N";"N";"N";"N";"N"
"03037";"0";"30";"37";"N";"N";"N";"N";"N"
"03038";"0";"30";"38";"N";"N";"N";"N";"N"
"03039";"0";"30";"39";"N";"N";"N";"N";"N"
"03041";"0";"30";"41";"N";"N";"N";"N";"N"
"03044";"0";"30";"44";"N";"N";"N";"N";"N"
"03047";"0";"30";"47";"N";"N";"N";"N";"N"
"03048";"0";"30";"48";"N";"N";"N";"N";"N"
"03049";"0";"30";"49";"N";"N";"N";"N";"N"
"03050";"0";"30";"50";"N";"N";"N";"N";"N"
"03053";"0";"30";"53";"N";"N";"N";"N";"N"
"03054";"0";"30";"54";"N";"N";"N";"N";"N"
"03055";"0";"30";"55";"N";"N";"N";"N";"N"
"03059";"0";"30";"59";"N";"N";"N";"N";"N"
"03101";"0";"31";"1";"N";"N";"N";"N";"N"
"03102";"0";"31";"2";"N";"N";"N";"N";"N"
"03103";"0";"31";"3";"N";"N";"N";"N";"N"
"03105";"0";"31";"5";"N";"N";"N";"N";"N"
"03106";"0";"31";"6";"N";"N";"N";"N";"N"
"03109";"0";"31";"9";"N";"N";"N";"N";"N"
"03111";"0";"31";"11";"N";"N";"N";"N";"N"
"03113";"0";"31";"13";"N";"N";"N";"N";"N"
"03114";"0";"31";"14";"N";"N";"N";"N";"N"
"03117";"0";"31";"17";"N";"N";"N";"N";"N"
"03118";"0";"31";"18";"N";"N";"N";"N";"N"
"03120";"0";"31";"20";"N";"N";"N";"N";"N"
"03121";"0";"31";"21";"N";"N";"N";"N";"N"
"03123";"0";"31";"23";"N";"N";"N";"N";"N"
"03125";"0";"31";"25";"N";"N";"N";"N";"N"
"03127";"0";"31";"27";"N";"N";"N";"N";"N"
"03129";"0";"31";"29";"N";"N";"N";"N";"N"
"03131";"0";"31";"31";"N";"N";"N";"N";"N"
"03133";"0";"31";"33";"N";"N";"N";"N";"N"
"03135";"0";"31";"35";"N";"N";"N";"N";"N"
"03136";"0";"31";"36";"N";"N";"N";"N";"N"
"03137";"0";"31";"37";"N";"N";"N";"N";"N"
"03138";"0";"31";"38";"N";"N";"N";"N";"N"
"03143";"0";"31";"43";"N";"N";"N";"N";"N"
"03144";"0";"31";"44";"N";"N";"N";"N";"N"
"03145";"0";"31";"45";"N";"N";"N";"N";"N"
"03147";"0";"31";"47";"N";"N";"N";"N";"N"
"03148";"0";"31";"48";"N";"N";"N";"N";"N"
"03150";"0";"31";"50";"N";"N";"N";"N";"N"
"03151";"0";"31";"51";"N";"N";"N";"N";"N"
"00000";"0";"0";"0";"N";"N";"N";"N";"N"
"00001";"0";"0";"1";"N";"N";"N";"N";"N"
"00002";"0";"0";"2";"N";"N";"N";"N";"N"
"00004";"0";"0";"4";"N";"N";"N";"N";"N"
"00007";"0";"0";"7";"N";"N";"N";"N";"N"
"00008";"0";"0";"8";"N";"N";"N";"N";"N"
"00009";"0";"0";"9";"N";"N";"N";"N";"N"
"00011";"0";"0";"11";"N";"N";"N";"N";"N"
"00012";"0";"0";"12";"N";"N";"N";"N";"N"
"00014";"0";"0";"14";"N";"N";"N";"N";"N"
"00015";"0";"0";"15";"N";"N";"N";"N";"N"
"00018";"0";"0";"18";"N";"N";"N";"N";"N"
"00019";"0";"0";"19";"N";"N";"N";"N";"N"
"00020";"0";"0";"20";"N";"N";"N";"N";"N"
"00021";"0";"0";"21";"N";"N";"N";"N";"N"
"00024";"0";"0";"24";"N";"N";"N";"N";"N"
"00025";"0";"0";"25";"N";"N";"N";"N";"N"
"00027";"0";"0";"27";"N";"N";"N";"N";"N"
"00028";"0";"0";"28";"N";"N";"N";"N";"N"
"00032";"0";"0";"32";"N";"N";"N";"N";"N"
"00034";"0";"0";"34";"N";"N";"N";"N";"N"
"00035";"0";"0";"35";"N";"N";"N";"N";"N"
"00036";"0";"0";"36";"N";"N";"N";"N";"N"
"00038";"0";"0";"38";"N";"N";"N";"N";"N"
"00040";"0";"0";"40";"N";"N";"N";"N";"N"
"00041";"0";"0";"41";"N";"N";"N";"N";"N"
"00045";"0";"0";"45";"N";"N";"N";"N";"N"
"00047";"0";"0";"47";"N";"N";"N";"N";"N"
"00049";"0";"0";"49";"N";"N";"N";"N";"N"
"00050";"0";"0";"50";"N";"N";"N";"N";"N"
"00051";"0";"0";"51";"N";"N";"N";"N";"N"
"00052";"0";"0";"52";"N";"N";"N";"N";"N"
"00056";"0";"0";"56";"N";"N";"N";"N";"N"
"00057";"0";"0";"57";"N";"N";"N";"N";"N"
"00100";"0";"1";"0";"N";"N";"N";"N";"N"
"00101";"0";"1";"1";"N";"N";"N";"N";"N"
"00103";"0";"1";"3";"N";"N";"N";"N";"N"
"00105";"0";"1";"5";"N";"N";"N";"N";"N"
"00107";"0";"1";"7";"N";"N";"N";"N";"N"
"00108";"0";"1";"8";"N";"N";"N";"N";"N"
"00109";"0";"1";"9";"N";"N";"N";"N";"N"
"00113";"0";"1";"13";"N";"N";"N";"N";"N"
"00114";"0";"1";"14";"N";"N";"N";"N";"N"
"00115";"0";"1";"15";"N";"N";"N";"N";"N"
"00118";"0";"1";"18";"N";"N";"N";"N";"N"
"00120";"0";"1";"20";"N";"N";"N";"N";"N"
"00121";"0";"1";"21";"N";"N";"N";"N";"N"
"00123";"0";"1";"23";"N";"N";"N";"N";"N"
"00124";"0";"1";"24";"N";"N";"N";"N";"N"
"00126";"0";"1";"26";"N";"N";"N";"N";"N"
"00130";"0";"1";"30";"N";"N";"N";"N";"N"
"00131";"0";"1";"31";"N";"N";"N";"N";"N"
"00132";"0";"1";"32";"N";"N";"N";"N";"N"
"00133";"0";"1";"33";"N";"N";"N";"N";"N"
"00135";"0";"1";"35";"N";"N";"N";"N";"N"
"00137";"0";"1";"37";"N";"N";"N";"N";"N"
"00138";"0";"1";"38";"N";"N";"N";"N";"N"
"00142";"0";"1";"42";"N";"N";"N";"N";"N"
"00143";"0";"1";"43";"N";"N";"N";"N";"N"
"00145";"0";"1";"45";"N";"N";"N";"N";"N"
"00147";"0";"1";"47";"N";"N";"N";"N";"N"
"00148";"0";"1";"48";"N";"N";"N";"N";"N"
"00149";"0";"1";"49";"N";"N";"N";"N";"N"
"00151";"0";"1";"51";"N";"N";"N";"N";"N"
"00154";"0";"1";"54";"N";"N";"N";"N";"N"
"00156";"0";"1";"56";"N";"N";"N";"N";"N"
"00157";"0";"1";"57";"N";"N";"N";"N";"N"
"00159";"0";"1";"59";"N";"N";"N";"N";"N"
"00200";"0";"2";"0";"N";"N";"N";"N";"N"
"00203";"0";"2";"3";"N";"N";"N";"N";"N"
"00205";"0";"2";"5";"N";"N";"N";"N";"N"
"00206";"0";"2";"6";"N";"N";"N";"N";"N"
"00207";"0";"2";"7";"N";"N";"N";"N";"N"
"00211";"0";"2";"11";"N";"N";"N";"N";"N"
"00212";"0";"2";"12";"N";"N";"N";"N";"N"
"00214";"0";"2";"14";"N";"N";"N";"N";"N"
"00215";"0";"2";"15";"N";"N";"N";"N";"N"
"00217";"0";"2";"17";"N";"N";"N";"N";"N"
"00219";"0";"2";"19";"N";"N";"N";"N";"N"
"00220";"0";"2";"20";"N";"N";"N";"N";"N"
"00221";"0";"2";"21";"N";"N";"N";"N";"N"
"00225";"0";"2";"25";"N";"N";"N";"N";"N"
"00227";"0";"2";"27";"N";"N";"N";"N";"N"
"00229";"0";"2";"29";"N";"N";"N";"N";"N"
"00230";"0";"2";"30";"N";"N";"N";"N";"N"
"00231";"0";"2";"31";"N";"N";"N";"N";"N"
"00232";"0";"2";"32";"N";"N";"N";"N";"N"
"00233";"0";"2";"33";"N";"N";"N";"N";"N"
"00237";"0";"2";"37";"N";"N";"N";"N";"N"
"00239";"0";"2";"39";"N";"N";"N";"N";"N"
"00241";"0";"2";"41";"N";"N";"N";"N";"N"
"00242";"0";"2";"42";"N";"N";"N";"N";"N"
"00244";"0";"2";"44";"N";"N";"N";"N";"N"
"00245";"0";"2";"45";"N";"N";"N";"N";"N"
"00248";"0";"2";"48";"N";"N";"N";"N";"N"
"00249";"0";"2";"49";"N";"N";"N";"N";"N"
"00250";"0";"2";"50";"N";"N";"N";"N";"N"
"00254";"0";"2";"54";"N";"N";"N";"N";"N"
