"HORAPK";"HORA";"MINUTO";"SEGUNDO";"HORAINGRESO";"HORACIERREAGENCIA";"HORAALMUERZO";"HORASALIDA";"HORALABORABLE"
"00626";"0";"6";"26";"N";"N";"N";"N";"N"
"00627";"0";"6";"27";"N";"N";"N";"N";"N"
"00628";"0";"6";"28";"N";"N";"N";"N";"N"
"00631";"0";"6";"31";"N";"N";"N";"N";"N"
"00632";"0";"6";"32";"N";"N";"N";"N";"N"
"00633";"0";"6";"33";"N";"N";"N";"N";"N"
"00634";"0";"6";"34";"N";"N";"N";"N";"N"
"00635";"0";"6";"35";"N";"N";"N";"N";"N"
"00638";"0";"6";"38";"N";"N";"N";"N";"N"
"00640";"0";"6";"40";"N";"N";"N";"N";"N"
"00641";"0";"6";"41";"N";"N";"N";"N";"N"
"00642";"0";"6";"42";"N";"N";"N";"N";"N"
"00643";"0";"6";"43";"N";"N";"N";"N";"N"
"00645";"0";"6";"45";"N";"N";"N";"N";"N"
"00646";"0";"6";"46";"N";"N";"N";"N";"N"
"00647";"0";"6";"47";"N";"N";"N";"N";"N"
"00650";"0";"6";"50";"N";"N";"N";"N";"N"
"00653";"0";"6";"53";"N";"N";"N";"N";"N"
"00654";"0";"6";"54";"N";"N";"N";"N";"N"
"00655";"0";"6";"55";"N";"N";"N";"N";"N"
"00656";"0";"6";"56";"N";"N";"N";"N";"N"
"00657";"0";"6";"57";"N";"N";"N";"N";"N"
"00701";"0";"7";"1";"N";"N";"N";"N";"N"
"00702";"0";"7";"2";"N";"N";"N";"N";"N"
"00705";"0";"7";"5";"N";"N";"N";"N";"N"
"00706";"0";"7";"6";"N";"N";"N";"N";"N"
"00708";"0";"7";"8";"N";"N";"N";"N";"N"
"00709";"0";"7";"9";"N";"N";"N";"N";"N"
"00712";"0";"7";"12";"N";"N";"N";"N";"N"
"00713";"0";"7";"13";"N";"N";"N";"N";"N"
"00714";"0";"7";"14";"N";"N";"N";"N";"N"
"00717";"0";"7";"17";"N";"N";"N";"N";"N"
"00719";"0";"7";"19";"N";"N";"N";"N";"N"
"00720";"0";"7";"20";"N";"N";"N";"N";"N"
"00723";"0";"7";"23";"N";"N";"N";"N";"N"
"00725";"0";"7";"25";"N";"N";"N";"N";"N"
"00726";"0";"7";"26";"N";"N";"N";"N";"N"
"00727";"0";"7";"27";"N";"N";"N";"N";"N"
"00729";"0";"7";"29";"N";"N";"N";"N";"N"
"00730";"0";"7";"30";"N";"N";"N";"N";"N"
"00735";"0";"7";"35";"N";"N";"N";"N";"N"
"00736";"0";"7";"36";"N";"N";"N";"N";"N"
"00737";"0";"7";"37";"N";"N";"N";"N";"N"
"00738";"0";"7";"38";"N";"N";"N";"N";"N"
"00739";"0";"7";"39";"N";"N";"N";"N";"N"
"00742";"0";"7";"42";"N";"N";"N";"N";"N"
"00743";"0";"7";"43";"N";"N";"N";"N";"N"
"00745";"0";"7";"45";"N";"N";"N";"N";"N"
"00748";"0";"7";"48";"N";"N";"N";"N";"N"
"00750";"0";"7";"50";"N";"N";"N";"N";"N"
"00751";"0";"7";"51";"N";"N";"N";"N";"N"
"00753";"0";"7";"53";"N";"N";"N";"N";"N"
"00754";"0";"7";"54";"N";"N";"N";"N";"N"
"00756";"0";"7";"56";"N";"N";"N";"N";"N"
"00759";"0";"7";"59";"N";"N";"N";"N";"N"
"00800";"0";"8";"0";"N";"N";"N";"N";"N"
"00802";"0";"8";"2";"N";"N";"N";"N";"N"
"00803";"0";"8";"3";"N";"N";"N";"N";"N"
"00805";"0";"8";"5";"N";"N";"N";"N";"N"
"00808";"0";"8";"8";"N";"N";"N";"N";"N"
"00809";"0";"8";"9";"N";"N";"N";"N";"N"
"00811";"0";"8";"11";"N";"N";"N";"N";"N"
"00812";"0";"8";"12";"N";"N";"N";"N";"N"
"00813";"0";"8";"13";"N";"N";"N";"N";"N"
"00817";"0";"8";"17";"N";"N";"N";"N";"N"
"00819";"0";"8";"19";"N";"N";"N";"N";"N"
"00820";"0";"8";"20";"N";"N";"N";"N";"N"
"00821";"0";"8";"21";"N";"N";"N";"N";"N"
"00824";"0";"8";"24";"N";"N";"N";"N";"N"
"00825";"0";"8";"25";"N";"N";"N";"N";"N"
"00826";"0";"8";"26";"N";"N";"N";"N";"N"
"00827";"0";"8";"27";"N";"N";"N";"N";"N"
"00832";"0";"8";"32";"N";"N";"N";"N";"N"
"00833";"0";"8";"33";"N";"N";"N";"N";"N"
"00835";"0";"8";"35";"N";"N";"N";"N";"N"
"00836";"0";"8";"36";"N";"N";"N";"N";"N"
"00837";"0";"8";"37";"N";"N";"N";"N";"N"
"00838";"0";"8";"38";"N";"N";"N";"N";"N"
"00842";"0";"8";"42";"N";"N";"N";"N";"N"
"00843";"0";"8";"43";"N";"N";"N";"N";"N"
"00845";"0";"8";"45";"N";"N";"N";"N";"N"
"00847";"0";"8";"47";"N";"N";"N";"N";"N"
"00849";"0";"8";"49";"N";"N";"N";"N";"N"
"00850";"0";"8";"50";"N";"N";"N";"N";"N"
"00853";"0";"8";"53";"N";"N";"N";"N";"N"
"00854";"0";"8";"54";"N";"N";"N";"N";"N"
"00855";"0";"8";"55";"N";"N";"N";"N";"N"
"00857";"0";"8";"57";"N";"N";"N";"N";"N"
"00900";"0";"9";"0";"N";"N";"N";"N";"N"
"00901";"0";"9";"1";"N";"N";"N";"N";"N"
"00903";"0";"9";"3";"N";"N";"N";"N";"N"
"00906";"0";"9";"6";"N";"N";"N";"N";"N"
"00907";"0";"9";"7";"N";"N";"N";"N";"N"
"00908";"0";"9";"8";"N";"N";"N";"N";"N"
"00909";"0";"9";"9";"N";"N";"N";"N";"N"
"00911";"0";"9";"11";"N";"N";"N";"N";"N"
"00915";"0";"9";"15";"N";"N";"N";"N";"N"
"00917";"0";"9";"17";"N";"N";"N";"N";"N"
"00918";"0";"9";"18";"N";"N";"N";"N";"N"
"00919";"0";"9";"19";"N";"N";"N";"N";"N"
"00920";"0";"9";"20";"N";"N";"N";"N";"N"
"00923";"0";"9";"23";"N";"N";"N";"N";"N"
"00924";"0";"9";"24";"N";"N";"N";"N";"N"
"00926";"0";"9";"26";"N";"N";"N";"N";"N"
"00929";"0";"9";"29";"N";"N";"N";"N";"N"
"00931";"0";"9";"31";"N";"N";"N";"N";"N"
"00932";"0";"9";"32";"N";"N";"N";"N";"N"
"00933";"0";"9";"33";"N";"N";"N";"N";"N"
"00935";"0";"9";"35";"N";"N";"N";"N";"N"
"00937";"0";"9";"37";"N";"N";"N";"N";"N"
"00939";"0";"9";"39";"N";"N";"N";"N";"N"
"00941";"0";"9";"41";"N";"N";"N";"N";"N"
"00943";"0";"9";"43";"N";"N";"N";"N";"N"
"00944";"0";"9";"44";"N";"N";"N";"N";"N"
"00945";"0";"9";"45";"N";"N";"N";"N";"N"
"00949";"0";"9";"49";"N";"N";"N";"N";"N"
"00950";"0";"9";"50";"N";"N";"N";"N";"N"
"00951";"0";"9";"51";"N";"N";"N";"N";"N"
"00953";"0";"9";"53";"N";"N";"N";"N";"N"
"00954";"0";"9";"54";"N";"N";"N";"N";"N"
"00957";"0";"9";"57";"N";"N";"N";"N";"N"
"01000";"0";"10";"0";"N";"N";"N";"N";"N"
"01001";"0";"10";"1";"N";"N";"N";"N";"N"
"01002";"0";"10";"2";"N";"N";"N";"N";"N"
"01005";"0";"10";"5";"N";"N";"N";"N";"N"
"01006";"0";"10";"6";"N";"N";"N";"N";"N"
"01007";"0";"10";"7";"N";"N";"N";"N";"N"
"01008";"0";"10";"8";"N";"N";"N";"N";"N"
"01013";"0";"10";"13";"N";"N";"N";"N";"N"
"01014";"0";"10";"14";"N";"N";"N";"N";"N"
"01015";"0";"10";"15";"N";"N";"N";"N";"N"
"01017";"0";"10";"17";"N";"N";"N";"N";"N"
"01018";"0";"10";"18";"N";"N";"N";"N";"N"
"01019";"0";"10";"19";"N";"N";"N";"N";"N"
"01023";"0";"10";"23";"N";"N";"N";"N";"N"
"01024";"0";"10";"24";"N";"N";"N";"N";"N"
"01026";"0";"10";"26";"N";"N";"N";"N";"N"
"01027";"0";"10";"27";"N";"N";"N";"N";"N"
"01030";"0";"10";"30";"N";"N";"N";"N";"N"
"01031";"0";"10";"31";"N";"N";"N";"N";"N"
"01033";"0";"10";"33";"N";"N";"N";"N";"N"
"01035";"0";"10";"35";"N";"N";"N";"N";"N"
"01036";"0";"10";"36";"N";"N";"N";"N";"N"
"01038";"0";"10";"38";"N";"N";"N";"N";"N"
"01041";"0";"10";"41";"N";"N";"N";"N";"N"
"01042";"0";"10";"42";"N";"N";"N";"N";"N"
"01044";"0";"10";"44";"N";"N";"N";"N";"N"
"01047";"0";"10";"47";"N";"N";"N";"N";"N"
"01048";"0";"10";"48";"N";"N";"N";"N";"N"
"01049";"0";"10";"49";"N";"N";"N";"N";"N"
"01050";"0";"10";"50";"N";"N";"N";"N";"N"
"01051";"0";"10";"51";"N";"N";"N";"N";"N"
"01056";"0";"10";"56";"N";"N";"N";"N";"N"
"01057";"0";"10";"57";"N";"N";"N";"N";"N"
"01059";"0";"10";"59";"N";"N";"N";"N";"N"
"01100";"0";"11";"0";"N";"N";"N";"N";"N"
"01101";"0";"11";"1";"N";"N";"N";"N";"N"
"01103";"0";"11";"3";"N";"N";"N";"N";"N"
"01105";"0";"11";"5";"N";"N";"N";"N";"N"
"01107";"0";"11";"7";"N";"N";"N";"N";"N"
"01109";"0";"11";"9";"N";"N";"N";"N";"N"
"01112";"0";"11";"12";"N";"N";"N";"N";"N"
"01113";"0";"11";"13";"N";"N";"N";"N";"N"
"01114";"0";"11";"14";"N";"N";"N";"N";"N"
"01115";"0";"11";"15";"N";"N";"N";"N";"N"
"01118";"0";"11";"18";"N";"N";"N";"N";"N"
"01120";"0";"11";"20";"N";"N";"N";"N";"N"
"01121";"0";"11";"21";"N";"N";"N";"N";"N"
"01124";"0";"11";"24";"N";"N";"N";"N";"N"
"01125";"0";"11";"25";"N";"N";"N";"N";"N"
"01126";"0";"11";"26";"N";"N";"N";"N";"N"
"01130";"0";"11";"30";"N";"N";"N";"N";"N"
"01131";"0";"11";"31";"N";"N";"N";"N";"N"
"01132";"0";"11";"32";"N";"N";"N";"N";"N"
"01133";"0";"11";"33";"N";"N";"N";"N";"N"
"01135";"0";"11";"35";"N";"N";"N";"N";"N"
"01138";"0";"11";"38";"N";"N";"N";"N";"N"
"01141";"0";"11";"41";"N";"N";"N";"N";"N"
"01142";"0";"11";"42";"N";"N";"N";"N";"N"
"01143";"0";"11";"43";"N";"N";"N";"N";"N"
"01145";"0";"11";"45";"N";"N";"N";"N";"N"
"01147";"0";"11";"47";"N";"N";"N";"N";"N"
"01148";"0";"11";"48";"N";"N";"N";"N";"N"
"01149";"0";"11";"49";"N";"N";"N";"N";"N"
"01154";"0";"11";"54";"N";"N";"N";"N";"N"
"01155";"0";"11";"55";"N";"N";"N";"N";"N"
"01156";"0";"11";"56";"N";"N";"N";"N";"N"
"01157";"0";"11";"57";"N";"N";"N";"N";"N"
"01159";"0";"11";"59";"N";"N";"N";"N";"N"
"01200";"0";"12";"0";"N";"N";"N";"N";"N"
"01203";"0";"12";"3";"N";"N";"N";"N";"N"
"01205";"0";"12";"5";"N";"N";"N";"N";"N"
"01207";"0";"12";"7";"N";"N";"N";"N";"N"
"01208";"0";"12";"8";"N";"N";"N";"N";"N"
"01211";"0";"12";"11";"N";"N";"N";"N";"N"
"01212";"0";"12";"12";"N";"N";"N";"N";"N"
"01214";"0";"12";"14";"N";"N";"N";"N";"N"
"01215";"0";"12";"15";"N";"N";"N";"N";"N"
"01217";"0";"12";"17";"N";"N";"N";"N";"N"
"01219";"0";"12";"19";"N";"N";"N";"N";"N"
"01221";"0";"12";"21";"N";"N";"N";"N";"N"
"01223";"0";"12";"23";"N";"N";"N";"N";"N"
"01225";"0";"12";"25";"N";"N";"N";"N";"N"
"01227";"0";"12";"27";"N";"N";"N";"N";"N"
"01229";"0";"12";"29";"N";"N";"N";"N";"N"
"01230";"0";"12";"30";"N";"N";"N";"N";"N"
"01231";"0";"12";"31";"N";"N";"N";"N";"N"
"01232";"0";"12";"32";"N";"N";"N";"N";"N"
"01237";"0";"12";"37";"N";"N";"N";"N";"N"
"01238";"0";"12";"38";"N";"N";"N";"N";"N"
"01239";"0";"12";"39";"N";"N";"N";"N";"N"
"01241";"0";"12";"41";"N";"N";"N";"N";"N"
"01242";"0";"12";"42";"N";"N";"N";"N";"N"
"01244";"0";"12";"44";"N";"N";"N";"N";"N"
"01245";"0";"12";"45";"N";"N";"N";"N";"N"
"01247";"0";"12";"47";"N";"N";"N";"N";"N"
"01249";"0";"12";"49";"N";"N";"N";"N";"N"
"01250";"0";"12";"50";"N";"N";"N";"N";"N"
"01251";"0";"12";"51";"N";"N";"N";"N";"N"
"01254";"0";"12";"54";"N";"N";"N";"N";"N"
"01255";"0";"12";"55";"N";"N";"N";"N";"N"
"01256";"0";"12";"56";"N";"N";"N";"N";"N"
"01257";"0";"12";"57";"N";"N";"N";"N";"N"
"01258";"0";"12";"58";"N";"N";"N";"N";"N"
"01301";"0";"13";"1";"N";"N";"N";"N";"N"
"01303";"0";"13";"3";"N";"N";"N";"N";"N"
"01304";"0";"13";"4";"N";"N";"N";"N";"N"
"01305";"0";"13";"5";"N";"N";"N";"N";"N"
"01307";"0";"13";"7";"N";"N";"N";"N";"N"
"01308";"0";"13";"8";"N";"N";"N";"N";"N"
"01309";"0";"13";"9";"N";"N";"N";"N";"N"
"01312";"0";"13";"12";"N";"N";"N";"N";"N"
"01315";"0";"13";"15";"N";"N";"N";"N";"N"
"01316";"0";"13";"16";"N";"N";"N";"N";"N"
"01317";"0";"13";"17";"N";"N";"N";"N";"N"
"01318";"0";"13";"18";"N";"N";"N";"N";"N"
"01319";"0";"13";"19";"N";"N";"N";"N";"N"
"01321";"0";"13";"21";"N";"N";"N";"N";"N"
"01324";"0";"13";"24";"N";"N";"N";"N";"N"
"01327";"0";"13";"27";"N";"N";"N";"N";"N"
"01328";"0";"13";"28";"N";"N";"N";"N";"N"
"01329";"0";"13";"29";"N";"N";"N";"N";"N"
"01331";"0";"13";"31";"N";"N";"N";"N";"N"
"01333";"0";"13";"33";"N";"N";"N";"N";"N"
"01335";"0";"13";"35";"N";"N";"N";"N";"N"
"01336";"0";"13";"36";"N";"N";"N";"N";"N"
"01337";"0";"13";"37";"N";"N";"N";"N";"N"
"01341";"0";"13";"41";"N";"N";"N";"N";"N"
"01342";"0";"13";"42";"N";"N";"N";"N";"N"
"01343";"0";"13";"43";"N";"N";"N";"N";"N"
"01346";"0";"13";"46";"N";"N";"N";"N";"N"
"01348";"0";"13";"48";"N";"N";"N";"N";"N"
"01349";"0";"13";"49";"N";"N";"N";"N";"N"
"01351";"0";"13";"51";"N";"N";"N";"N";"N"
"01352";"0";"13";"52";"N";"N";"N";"N";"N"
"01354";"0";"13";"54";"N";"N";"N";"N";"N"
"01358";"0";"13";"58";"N";"N";"N";"N";"N"
"01359";"0";"13";"59";"N";"N";"N";"N";"N"
"01400";"0";"14";"0";"N";"N";"N";"N";"N"
"01401";"0";"14";"1";"N";"N";"N";"N";"N"
"01403";"0";"14";"3";"N";"N";"N";"N";"N"
"01405";"0";"14";"5";"N";"N";"N";"N";"N"
"01406";"0";"14";"6";"N";"N";"N";"N";"N"
"01410";"0";"14";"10";"N";"N";"N";"N";"N"
"01411";"0";"14";"11";"N";"N";"N";"N";"N"
"01413";"0";"14";"13";"N";"N";"N";"N";"N"
"01415";"0";"14";"15";"N";"N";"N";"N";"N"
"01416";"0";"14";"16";"N";"N";"N";"N";"N"
"01417";"0";"14";"17";"N";"N";"N";"N";"N"
"01419";"0";"14";"19";"N";"N";"N";"N";"N"
"01422";"0";"14";"22";"N";"N";"N";"N";"N"
"01424";"0";"14";"24";"N";"N";"N";"N";"N"
"01425";"0";"14";"25";"N";"N";"N";"N";"N"
"01427";"0";"14";"27";"N";"N";"N";"N";"N"
"01428";"0";"14";"28";"N";"N";"N";"N";"N"
"01431";"0";"14";"31";"N";"N";"N";"N";"N"
"01433";"0";"14";"33";"N";"N";"N";"N";"N"
"01434";"0";"14";"34";"N";"N";"N";"N";"N"
"01435";"0";"14";"35";"N";"N";"N";"N";"N"
"01439";"0";"14";"39";"N";"N";"N";"N";"N"
"01440";"0";"14";"40";"N";"N";"N";"N";"N"
"01442";"0";"14";"42";"N";"N";"N";"N";"N"
"01443";"0";"14";"43";"N";"N";"N";"N";"N"
"01445";"0";"14";"45";"N";"N";"N";"N";"N"
"01447";"0";"14";"47";"N";"N";"N";"N";"N"
"01448";"0";"14";"48";"N";"N";"N";"N";"N"
"01449";"0";"14";"49";"N";"N";"N";"N";"N"
"01453";"0";"14";"53";"N";"N";"N";"N";"N"
"01455";"0";"14";"55";"N";"N";"N";"N";"N"
"01457";"0";"14";"57";"N";"N";"N";"N";"N"
"01458";"0";"14";"58";"N";"N";"N";"N";"N"
"01459";"0";"14";"59";"N";"N";"N";"N";"N"
"01500";"0";"15";"0";"N";"N";"N";"N";"N"
"01501";"0";"15";"1";"N";"N";"N";"N";"N"
"01505";"0";"15";"5";"N";"N";"N";"N";"N"
"01507";"0";"15";"7";"N";"N";"N";"N";"N"
"01509";"0";"15";"9";"N";"N";"N";"N";"N"
"01510";"0";"15";"10";"N";"N";"N";"N";"N"
"01512";"0";"15";"12";"N";"N";"N";"N";"N"
"01513";"0";"15";"13";"N";"N";"N";"N";"N"
"01516";"0";"15";"16";"N";"N";"N";"N";"N"
"01517";"0";"15";"17";"N";"N";"N";"N";"N"
"01518";"0";"15";"18";"N";"N";"N";"N";"N"
"01522";"0";"15";"22";"N";"N";"N";"N";"N"
"01523";"0";"15";"23";"N";"N";"N";"N";"N"
"01524";"0";"15";"24";"N";"N";"N";"N";"N"
"01527";"0";"15";"27";"N";"N";"N";"N";"N"
"01529";"0";"15";"29";"N";"N";"N";"N";"N"
"01530";"0";"15";"30";"N";"N";"N";"N";"N"
"01531";"0";"15";"31";"N";"N";"N";"N";"N"
"01533";"0";"15";"33";"N";"N";"N";"N";"N"
"01535";"0";"15";"35";"N";"N";"N";"N";"N"
"01539";"0";"15";"39";"N";"N";"N";"N";"N"
"01540";"0";"15";"40";"N";"N";"N";"N";"N"
"01541";"0";"15";"41";"N";"N";"N";"N";"N"
"01542";"0";"15";"42";"N";"N";"N";"N";"N"
"01543";"0";"15";"43";"N";"N";"N";"N";"N"
"01546";"0";"15";"46";"N";"N";"N";"N";"N"
"01547";"0";"15";"47";"N";"N";"N";"N";"N"
"01551";"0";"15";"51";"N";"N";"N";"N";"N"
"01552";"0";"15";"52";"N";"N";"N";"N";"N"
"01554";"0";"15";"54";"N";"N";"N";"N";"N"
"01555";"0";"15";"55";"N";"N";"N";"N";"N"
"01557";"0";"15";"57";"N";"N";"N";"N";"N"
"01558";"0";"15";"58";"N";"N";"N";"N";"N"
"01600";"0";"16";"0";"N";"N";"N";"N";"N"
"01603";"0";"16";"3";"N";"N";"N";"N";"N"
"01605";"0";"16";"5";"N";"N";"N";"N";"N"
"01606";"0";"16";"6";"N";"N";"N";"N";"N"
"01607";"0";"16";"7";"N";"N";"N";"N";"N"
"01609";"0";"16";"9";"N";"N";"N";"N";"N"
"01612";"0";"16";"12";"N";"N";"N";"N";"N"
"01613";"0";"16";"13";"N";"N";"N";"N";"N"
"01615";"0";"16";"15";"N";"N";"N";"N";"N"
"01616";"0";"16";"16";"N";"N";"N";"N";"N"
"01619";"0";"16";"19";"N";"N";"N";"N";"N"
"01621";"0";"16";"21";"N";"N";"N";"N";"N"
"01623";"0";"16";"23";"N";"N";"N";"N";"N"
"01624";"0";"16";"24";"N";"N";"N";"N";"N"
"01625";"0";"16";"25";"N";"N";"N";"N";"N"
"01628";"0";"16";"28";"N";"N";"N";"N";"N"
"01629";"0";"16";"29";"N";"N";"N";"N";"N"
"01630";"0";"16";"30";"N";"N";"N";"N";"N"
"01634";"0";"16";"34";"N";"N";"N";"N";"N"
"01636";"0";"16";"36";"N";"N";"N";"N";"N"
"01637";"0";"16";"37";"N";"N";"N";"N";"N"
"01639";"0";"16";"39";"N";"N";"N";"N";"N"
"01640";"0";"16";"40";"N";"N";"N";"N";"N"
"01641";"0";"16";"41";"N";"N";"N";"N";"N"
"01642";"0";"16";"42";"N";"N";"N";"N";"N"
"01646";"0";"16";"46";"N";"N";"N";"N";"N"
"01648";"0";"16";"48";"N";"N";"N";"N";"N"
"01649";"0";"16";"49";"N";"N";"N";"N";"N"
"01651";"0";"16";"51";"N";"N";"N";"N";"N"
"01653";"0";"16";"53";"N";"N";"N";"N";"N"
"01654";"0";"16";"54";"N";"N";"N";"N";"N"
"01657";"0";"16";"57";"N";"N";"N";"N";"N"
"01658";"0";"16";"58";"N";"N";"N";"N";"N"
"01659";"0";"16";"59";"N";"N";"N";"N";"N"
"01703";"0";"17";"3";"N";"N";"N";"N";"N"
"01704";"0";"17";"4";"N";"N";"N";"N";"N"
"01705";"0";"17";"5";"N";"N";"N";"N";"N"
"01707";"0";"17";"7";"N";"N";"N";"N";"N"
"01710";"0";"17";"10";"N";"N";"N";"N";"N"
"01711";"0";"17";"11";"N";"N";"N";"N";"N"
"01712";"0";"17";"12";"N";"N";"N";"N";"N"
"01713";"0";"17";"13";"N";"N";"N";"N";"N"
"01716";"0";"17";"16";"N";"N";"N";"N";"N"
"01719";"0";"17";"19";"N";"N";"N";"N";"N"
"01721";"0";"17";"21";"N";"N";"N";"N";"N"
"01722";"0";"17";"22";"N";"N";"N";"N";"N"
"01723";"0";"17";"23";"N";"N";"N";"N";"N"
"01724";"0";"17";"24";"N";"N";"N";"N";"N"
"01727";"0";"17";"27";"N";"N";"N";"N";"N"
"01728";"0";"17";"28";"N";"N";"N";"N";"N"
"01731";"0";"17";"31";"N";"N";"N";"N";"N"
"01733";"0";"17";"33";"N";"N";"N";"N";"N"
"01735";"0";"17";"35";"N";"N";"N";"N";"N"
"01736";"0";"17";"36";"N";"N";"N";"N";"N"
"01737";"0";"17";"37";"N";"N";"N";"N";"N"
"01739";"0";"17";"39";"N";"N";"N";"N";"N"
"01741";"0";"17";"41";"N";"N";"N";"N";"N"
"01743";"0";"17";"43";"N";"N";"N";"N";"N"
"01746";"0";"17";"46";"N";"N";"N";"N";"N"
"01747";"0";"17";"47";"N";"N";"N";"N";"N"
"01748";"0";"17";"48";"N";"N";"N";"N";"N"
"01749";"0";"17";"49";"N";"N";"N";"N";"N"
"01753";"0";"17";"53";"N";"N";"N";"N";"N"
"01754";"0";"17";"54";"N";"N";"N";"N";"N"
"01755";"0";"17";"55";"N";"N";"N";"N";"N"
"01757";"0";"17";"57";"N";"N";"N";"N";"N"
"01800";"0";"18";"0";"N";"N";"N";"N";"N"
"01801";"0";"18";"1";"N";"N";"N";"N";"N"
"01804";"0";"18";"4";"N";"N";"N";"N";"N"
"01805";"0";"18";"5";"N";"N";"N";"N";"N"
"01806";"0";"18";"6";"N";"N";"N";"N";"N"
"01809";"0";"18";"9";"N";"N";"N";"N";"N"
"01810";"0";"18";"10";"N";"N";"N";"N";"N"
"01811";"0";"18";"11";"N";"N";"N";"N";"N"
"01815";"0";"18";"15";"N";"N";"N";"N";"N"
"01817";"0";"18";"17";"N";"N";"N";"N";"N"
"01818";"0";"18";"18";"N";"N";"N";"N";"N"
"01819";"0";"18";"19";"N";"N";"N";"N";"N"
"01821";"0";"18";"21";"N";"N";"N";"N";"N"
"01822";"0";"18";"22";"N";"N";"N";"N";"N"
"01823";"0";"18";"23";"N";"N";"N";"N";"N"
"01827";"0";"18";"27";"N";"N";"N";"N";"N"
"01829";"0";"18";"29";"N";"N";"N";"N";"N"
"01830";"0";"18";"30";"N";"N";"N";"N";"N"
"01831";"0";"18";"31";"N";"N";"N";"N";"N"
"01834";"0";"18";"34";"N";"N";"N";"N";"N"
"01835";"0";"18";"35";"N";"N";"N";"N";"N"
"01837";"0";"18";"37";"N";"N";"N";"N";"N"
"01839";"0";"18";"39";"N";"N";"N";"N";"N"
"01840";"0";"18";"40";"N";"N";"N";"N";"N"
"01843";"0";"18";"43";"N";"N";"N";"N";"N"
"01845";"0";"18";"45";"N";"N";"N";"N";"N"
"01846";"0";"18";"46";"N";"N";"N";"N";"N"
"01848";"0";"18";"48";"N";"N";"N";"N";"N"
"01851";"0";"18";"51";"N";"N";"N";"N";"N"
"01852";"0";"18";"52";"N";"N";"N";"N";"N"
"01853";"0";"18";"53";"N";"N";"N";"N";"N"
"01854";"0";"18";"54";"N";"N";"N";"N";"N"
"01857";"0";"18";"57";"N";"N";"N";"N";"N"
"01900";"0";"19";"0";"N";"N";"N";"N";"N"
"01901";"0";"19";"1";"N";"N";"N";"N";"N"
"01903";"0";"19";"3";"N";"N";"N";"N";"N"
"01904";"0";"19";"4";"N";"N";"N";"N";"N"
"01905";"0";"19";"5";"N";"N";"N";"N";"N"
"01907";"0";"19";"7";"N";"N";"N";"N";"N"
"01910";"0";"19";"10";"N";"N";"N";"N";"N"
"01911";"0";"19";"11";"N";"N";"N";"N";"N"
"01912";"0";"19";"12";"N";"N";"N";"N";"N"
"01915";"0";"19";"15";"N";"N";"N";"N";"N"
"01916";"0";"19";"16";"N";"N";"N";"N";"N"
"01917";"0";"19";"17";"N";"N";"N";"N";"N"
"01918";"0";"19";"18";"N";"N";"N";"N";"N"
"01919";"0";"19";"19";"N";"N";"N";"N";"N"
"01922";"0";"19";"22";"N";"N";"N";"N";"N"
"01924";"0";"19";"24";"N";"N";"N";"N";"N"
"01925";"0";"19";"25";"N";"N";"N";"N";"N"
"01926";"0";"19";"26";"N";"N";"N";"N";"N"
"01928";"0";"19";"28";"N";"N";"N";"N";"N"
"01929";"0";"19";"29";"N";"N";"N";"N";"N"
"01930";"0";"19";"30";"N";"N";"N";"N";"N"
"01931";"0";"19";"31";"N";"N";"N";"N";"N"
"01935";"0";"19";"35";"N";"N";"N";"N";"N"
"01937";"0";"19";"37";"N";"N";"N";"N";"N"
"01938";"0";"19";"38";"N";"N";"N";"N";"N"
"01939";"0";"19";"39";"N";"N";"N";"N";"N"
"01940";"0";"19";"40";"N";"N";"N";"N";"N"
"01941";"0";"19";"41";"N";"N";"N";"N";"N"
"01945";"0";"19";"45";"N";"N";"N";"N";"N"
"01946";"0";"19";"46";"N";"N";"N";"N";"N"
"01949";"0";"19";"49";"N";"N";"N";"N";"N"
"01950";"0";"19";"50";"N";"N";"N";"N";"N"
"01952";"0";"19";"52";"N";"N";"N";"N";"N"
"01953";"0";"19";"53";"N";"N";"N";"N";"N"
"01956";"0";"19";"56";"N";"N";"N";"N";"N"
"01957";"0";"19";"57";"N";"N";"N";"N";"N"
"01958";"0";"19";"58";"N";"N";"N";"N";"N"
"02001";"0";"20";"1";"N";"N";"N";"N";"N"
"02003";"0";"20";"3";"N";"N";"N";"N";"N"
"02004";"0";"20";"4";"N";"N";"N";"N";"N"
"02007";"0";"20";"7";"N";"N";"N";"N";"N"
"02009";"0";"20";"9";"N";"N";"N";"N";"N"
"02010";"0";"20";"10";"N";"N";"N";"N";"N"
"02012";"0";"20";"12";"N";"N";"N";"N";"N"
"02013";"0";"20";"13";"N";"N";"N";"N";"N"
"02014";"0";"20";"14";"N";"N";"N";"N";"N"
"02019";"0";"20";"19";"N";"N";"N";"N";"N"
"02020";"0";"20";"20";"N";"N";"N";"N";"N"
"02021";"0";"20";"21";"N";"N";"N";"N";"N"
"02022";"0";"20";"22";"N";"N";"N";"N";"N"
"02024";"0";"20";"24";"N";"N";"N";"N";"N"
"02026";"0";"20";"26";"N";"N";"N";"N";"N"
"02027";"0";"20";"27";"N";"N";"N";"N";"N"
"02030";"0";"20";"30";"N";"N";"N";"N";"N"
"02032";"0";"20";"32";"N";"N";"N";"N";"N"
